SLIPID,SLIPTIMESTAMP,PLAYER_ID,CURRENTSF,LOGSF,STAKE,GGR,BETODD,SPORTNAMEENGLISH,LEAGUENAMEENGLISH,EVENTDESCRIPTION,GAMEDESCRIPTION,Market Name,Market Name Corners,RESULTDESCRIPTION,SRC_EVENT_ID,GOAL_EXP_HOME,GOAL_EXP_AWAY,DRAW_FACTOR,FIRST_HALF_GOALS_PERC,INJURY_TIME_1ST_HALF,INJURY_TIME_2ND_HALF,MINUTES,Data Set,Default 1st Half Injury Time,1st Half Injury Time change?,Magnitude of change,Magnitude of change relative,Concat
7844997356,0.000405093,701464346,0.3,0.3,11.8414032,11.8414032,4.8,Football,Serie A,AC Milan - Parma Calcio,Total Corners,Total Corners,Total Corners,"Over 13,5",7537767,2.2842,0.9563,0.9642,0.437,1,6,69,Dynamic,3,1st Half Inj Time decreased,2,-2,"7537767Over 13,5Total Corners"
7864571011,0.006365741,707876130,0.01,1,8.17342,8.17342,1.95,Football,Serie A,Juventus - Empoli FC,Total Corners,Total Corners,Total Corners,"Over 15,5",7540754,1.9767,0.7411,0.948,0.437,1,6,81,Dynamic,3,1st Half Inj Time decreased,2,-2,"7540754Over 15,5Total Corners"
7856246055,0.019189815,707462442,0.01,1,16.367389,16.367389,7,Football,UEFA Europa League,Athletic Bilbao - FC Viktoria Plzen,Most Corners,Most Corners,Most Corners,FC Viktoria Plzen,7542322,2.2786,0.8057,0.9542,0.4419,2,5,27,Dynamic,2,1st Half Inj Time decreased,1,-1,7542322FC Viktoria PlzenMost Corners
7703313548,0.039849537,703053054,0.01,0.99,19,19,1.73,Football,DFB Pokal,1. FC Cologne - Hertha BSC,Hertha BSC - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 3,5",7509844,2.0553,1.1157,0.9425,0.3984,8,5,45,Dynamic,2,1st Half Inj Time increased,6,6,"7509844Over 3,5Medium Dog - Total Corners"
7876351472,0.000243056,706574256,0.06,0.06,14.9639607,14.9639607,2.15,Football,Copa del Rey,Valencia CF - FC Barcelona,Total Corners,Total Corners,Total Corners,"Under 6,5",7541570,0.9597,1.9819,0.9773,0.437,2,5,71,Dynamic,2,No change in 1st Half Inj Time,0,0,"7541570Under 6,5Total Corners"
7876239565,0.017546296,383810720,0.3,0.3,6.25011993,-6.56262592,2.05,Football,EFL Cup,Liverpool - Tottenham Hotspur,Liverpool FC - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Over 13,5",7531243,2.8257,0.8568,0.9299,0.437,7,5,61,Dynamic,2,1st Half Inj Time increased,5,5,"7531243Over 13,5Strong Jolly - Total Corners"
7780382624,0.00775463,704353209,0.01,1,4,4,2.2,Football,Championship,Sheffield Wednesday - Derby County,Total Corners,Total Corners,Total Corners,"Over 16,5",7530923,1.185,1.0901,0.9646,0.437,2,6,50,Dynamic,3,1st Half Inj Time decreased,1,-1,"7530923Over 16,5Total Corners"
7871393031,0.002152778,708548873,0.01,1,49.87081398,49.87081398,2.2,Football,Paulista Serie A1,AA Internacional Limeira SP - Red Bull Bragantino SP,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 5,5",7541865,0.7476,1.7004,0.9686,0.4406,2,5,33,Dynamic,2,1st Half Inj Time increased,1,1,"7541865Over 5,51st Half - Total Corners"
7907883664,0.018113426,708755501,0.3,0.3,5.9839686,5.9839686,2.4,Football,Paulista Serie A1,Santos FC SP - EC Agua Santa SP,Total Corners,Total Corners,Total Corners,"Over 10,5",7558271,2.3418,0.6843,0.947,0.4528,2,5,45,Dynamic,2,No change in 1st Half Inj Time,0,0,"7558271Over 10,5Total Corners"
7881241502,0.034537037,708806087,0.01,0.01,2,-2.8,2.4,Football,Championship,West Bromwich Albion - Sheffield Wednesday,Sheffield Wednesday - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 2,5",7543577,1.6994,0.932,0.9512,0.437,5,6,55,Dynamic,3,1st Half Inj Time increased,2,2,"7543577Under 2,5Medium Dog - Total Corners"
7611746199,0.000243056,614401259,0.01,0.3,8.19656448,8.19656448,1.93,Football,Brasileiro Serie A,SC Corinthians SP - SE Palmeiras SP,SE Palmeiras SP - Total Corners,Slight Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 9,5",7501750,1.0155,1.502,0.946,0.438,5,5,45,Dynamic,2,1st Half Inj Time increased,3,3,"7501750Over 9,5Slight Jolly - Total Corners"
7886722546,0.040625,704235552,0.01,0.01,1,-1.2,2.2,Football,LaLiga,Real Sociedad - Espanyol Barcelona,Espanyol Barcelona - Total Corners,Medium Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 0,5",7544073,1.4995,0.5916,0.9367,0.437,1,7,68,Dynamic,4,1st Half Inj Time decreased,3,-3,"7544073Under 0,5Medium Dog - Total Corners"
7667559800,0.041041667,560531156,0.5,0.5,120.067814,120.067814,2.65,Football,Premier League,Manchester City - Tottenham Hotspur,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 7,5",7503966,2.8587,0.8948,0.9491,0.4505,4,7,27,Dynamic,4,1st Half Inj Time decreased,1,-1,"7503966Over 7,51st Half - Total Corners"
7603028275,0.027175926,646928817,0.01,1,31.880842,-63.761684,3,Football,Premier League,AFC Bournemouth - Manchester City,Total Corners,Total Corners,Total Corners,"Over 10,5",6569822,0.934,2.1949,0.932,0.437,1,7,82,Dynamic,4,1st Half Inj Time decreased,3,-3,"6569822Over 10,5Total Corners"
7817401882,0.031990741,502930185,0.01,0.01,2,2,3.3,Football,Premier League,Manchester United - Southampton FC,Total Corners,Total Corners,Total Corners,"Over 11,5",7531148,2.2383,0.6958,0.9626,0.3954,4,7,45,Dynamic,4,1st Half Inj Time decreased,3,-3,"7531148Over 11,5Total Corners"
7941157565,0.026481481,502930185,0.01,0.01,2,2,2.5,Football,FA Cup,Crystal Palace - Millwall,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 3,5",7567253,2.4188,0.602,0.9696,0.4714,1,5,22,Dynamic,2,1st Half Inj Time decreased,1,-1,"7567253Over 3,51st Half - Total Corners"
7934067422,0.018287037,709264158,0.01,1,10,10,3.6,Football,Premier League,Brentford - Everton FC,Total Corners,Total Corners,Total Corners,"Over 9,5",7545626,1.8214,1.2979,0.9393,0.4813,4,7,45,Dynamic,4,No change in 1st Half Inj Time,0,0,"7545626Over 9,5Total Corners"
7887820720,0.04025463,709092429,0.01,1,38.256843,-16.83301092,1.44,Football,Paulista Serie A1,EC Agua Santa SP - SE Palmeiras SP,EC Agua Santa SP - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 3,5",7544673,0.398,2.5199,0.9496,0.437,2,5,67,Dynamic,2,No change in 1st Half Inj Time,0,0,"7544673Under 3,5Strong Dog - Total Corners"
7931469062,0.009479167,709658685,0.01,1,19.9323516,19.9323516,2.6,Football,Copa do Brasil,Maranhao AC MA - EC Vitoria Salvador BA,Total Corners,Total Corners,Total Corners,"Under 8,5",7562715,0.6261,1.6467,0.9536,0.4566,2,5,12,Dynamic,2,1st Half Inj Time increased,2,2,"7562715Under 8,5Total Corners"
7807522452,0.04005787,502930185,0.01,0.06,10,10,2.3,Football,LaLiga,Atletico Madrid - CA Osasuna,Atletico Madrid - Total Corners,Strong Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Under 3,5",7529871,1.7426,0.6519,0.9881,0.437,2,7,80,Dynamic,4,1st Half Inj Time decreased,2,-2,"7529871Under 3,5Strong Jolly - Total Corners"
7787332914,0.032534722,707730593,0.3,0.3,1.5510037,-1.86120444,2.2,Football,Premier League,Crystal Palace - Chelsea,Chelsea FC - Total Corners,Medium Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 5,5",7526913,1.032,1.6107,0.9257,0.437,1,7,88,Dynamic,4,1st Half Inj Time decreased,3,-3,"7526913Over 5,5Medium Jolly - Total Corners"
7845978862,0.012303241,708162414,0.01,0.99,19.8,19.8,2.7,Football,Bundesliga,FC St. Pauli - Union Berlin,Total Corners,Total Corners,Total Corners,"Over 13,5",7535548,1.1771,1.124,0.9059,0.3997,1,6,45,Dynamic,3,1st Half Inj Time decreased,2,-2,"7535548Over 13,5Total Corners"
7917454559,0.00525463,708961591,0.01,0.01,0.16802511,-0.03696552,1.22,Football,Recopa Sudamericana,Racing Club Avellaneda - Botafogo FR RJ,Total Corners,Total Corners,Total Corners,"Over 6,5",7523578,1.0872,0.7601,0.9474,0.437,3,5,79,Dynamic,2,1st Half Inj Time increased,1,1,"7523578Over 6,5Total Corners"
7786750343,0.008263889,707744295,0.3,0.3,4.6530111,4.6530111,2.3,Football,Premier League,Tottenham Hotspur - Newcastle United,Tottenham Hotspur - Total Corners,Slight Dog - Total Corners,Slight Corner Jolly - Total Corners,"Over 9,5",7526873,1.8469,2.1293,0.9418,0.437,4,7,81,Dynamic,4,No change in 1st Half Inj Time,0,0,"7526873Over 9,5Slight Dog - Total Corners"
7687003551,0.028125,703788859,0.01,1,17.4507333,17.4507333,1.68,Football,Premier League,Brighton & Hove Albion - Southampton FC,Brighton & Hove Albion - Total Corners,Strong Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Under 3,5",7508301,2.3887,0.9732,0.9728,0.4313,4,7,39,Dynamic,4,No change in 1st Half Inj Time,0,0,"7508301Under 3,5Strong Jolly - Total Corners"
7700369910,0.022013889,703893686,0.01,1,31.52896,31.52896,1.8,Football,LaLiga,RCD Mallorca - FC Barcelona,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 5,5",7519500,0.868,1.9629,0.9522,0.4499,4,7,30,Dynamic,4,1st Half Inj Time decreased,2,-2,"7519500Over 5,51st Half - Total Corners"
7876228105,0.01505787,708645038,0.3,0.3,4.15665575,4.15665575,1.8,Football,EFL Cup,Liverpool - Tottenham Hotspur,Tottenham Hotspur - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 5,5",7531243,2.8257,0.8568,0.9299,0.437,7,5,57,Dynamic,2,1st Half Inj Time increased,5,5,"7531243Over 5,5Strong Dog - Total Corners"
7700576632,0.020335648,703723645,0.01,1,440,-206.8,1.47,Football,LaLiga,RCD Mallorca - FC Barcelona,RCD Mallorca - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Over 1,5",7519500,0.8091,2.0796,0.9522,0.437,2,7,70,Dynamic,4,1st Half Inj Time decreased,2,-2,"7519500Over 1,5Strong Dog - Total Corners"
7842088506,0.032777778,708037760,0.3,0.3,2.2575,-1.58025,1.7,Football,Premier League,Liverpool - Ipswich Town,Total Corners,Total Corners,Total Corners,"Over 6,5",7532691,3.016,0.6941,1.0218,0.4395,7,7,46,Dynamic,4,1st Half Inj Time increased,3,3,"7532691Over 6,5Total Corners"
7842087210,0.032534722,708037760,0.3,0.3,2.2575,2.2575,2.95,Football,Premier League,Liverpool - Ipswich Town,Total Corners,Total Corners,Total Corners,"Under 5,5",7532691,3.016,0.6941,1.0218,0.4395,7,7,46,Dynamic,4,1st Half Inj Time increased,3,3,"7532691Under 5,5Total Corners"
7620169521,0.017893519,703307425,0.01,0.3,30.866004,30.866004,3.9,Football,UEFA Europa League,Eintracht Frankfurt - Slavia Prague,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 6,5",6573383,1.4438,1.2069,0.9398,0.4542,2,5,38,Dynamic,2,No change in 1st Half Inj Time,0,0,"6573383Over 6,51st Half - Total Corners"
7907521661,0.016574074,709391815,0.01,1,332.4427,332.4427,2.2,Football,Ligue 1,Stade Rennais - Lille OSC,Total Corners,Total Corners,Total Corners,"Over 12,5",7557633,1.0284,1.495,0.928,0.437,2,6,80,Dynamic,3,1st Half Inj Time decreased,1,-1,"7557633Over 12,5Total Corners"
7832240524,0.038414352,704255510,0.01,0.01,1.03873889,-0.77905361,1.75,Football,UEFA Champions League,Atletico Madrid - Bayer Leverkusen,Atletico Madrid - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 2,5",7530396,0.9307,1.4046,0.9253,0.437,2,5,45,Dynamic,2,No change in 1st Half Inj Time,0,0,"7530396Over 2,5Slight Dog - Total Corners"
7617468122,0.030740741,702990548,0.01,1,40,40,1.8,Football,UEFA Champions League,Paris Saint-Germain - Atletico Madrid,Total Corners,Total Corners,Total Corners,"Over 7,5",6572954,2.2102,0.8806,0.9619,0.4403,2,5,42,Dynamic,2,1st Half Inj Time decreased,1,-1,"6572954Over 7,5Total Corners"
7931370307,0.028657407,705058591,0.01,1,41.5257325,41.5257325,2.55,Football,Premiership,Celtic FC - Aberdeen FC,Aberdeen FC - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 3,5",7562624,2.2079,0.9558,0.9041,0.437,1,5,81,Dynamic,2,1st Half Inj Time decreased,1,-1,"7562624Over 3,5Strong Dog - Total Corners"
7789635544,0.005717593,707816752,0.3,0.3,3.1020074,3.1020074,2.95,Football,Serie A,AC Monza - Cagliari,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 3,5",7531749,1.2075,1.1684,0.9381,0.44,3,6,36,Dynamic,3,1st Half Inj Time decreased,1,-1,"7531749Over 3,51st Half - Total Corners"
7832242596,0.038969907,708116606,0.01,0.99,99.5,99.5,1.9,Football,UEFA Champions League,Atletico Madrid - Bayer Leverkusen,Atletico Madrid - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 2,5",7530396,0.9307,1.4046,0.9253,0.437,2,5,45,Dynamic,2,No change in 1st Half Inj Time,0,0,"7530396Under 2,5Slight Dog - Total Corners"
7757450888,0.038078704,648794044,0.01,1,27.817569,-86.2344639,4.1,Football,Premier League,Tottenham Hotspur - Liverpool,Most Corners,Most Corners,Most Corners,Tottenham Hotspur,7521799,1.3054,2.6064,0.9213,0.4371,4,7,24,Dynamic,4,1st Half Inj Time decreased,2,-2,7521799Tottenham HotspurMost Corners
7819821262,0.032523148,560429905,0.5,0.5,5.9370588,-6.82761762,2.15,Football,League Two,Harrogate Town - Cheltenham Town,Total Corners,Total Corners,Total Corners,"Over 10,5",7534313,1.2305,1.2621,0.9586,0.4358,3,6,1,Dynamic,3,No change in 1st Half Inj Time,0,0,"7534313Over 10,5Total Corners"
7830168322,0.018564815,706183571,0.01,1,160.34485,-36.8793155,1.23,Football,Paulista Serie A1,Botafogo FC SP - Sao Paulo FC SP,Total Corners,Total Corners,Total Corners,"Over 11,5",7535754,1.1861,1.0844,0.9531,0.437,2,5,67,Dynamic,2,No change in 1st Half Inj Time,0,0,"7535754Over 11,5Total Corners"
7728602840,0.026712963,645160634,0.01,1,10,10,2.95,Football,UEFA Europa League,PAOK Thessaloniki - Ferencvarosi TC,Total Corners,Total Corners,Total Corners,"Over 7,5",7516340,1.5778,1.1187,0.9434,0.4318,1,5,45,Dynamic,2,1st Half Inj Time decreased,1,-1,"7516340Over 7,5Total Corners"
7802308639,0.008206019,703624935,0.01,0.01,2,2,2.4,Football,A-League,Wellington Phoenix FC - Adelaide United FC,Wellington Phoenix FC - Total Corners,Medium Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 2,5",7532477,1.091,2.065,0.9389,0.437,1,5,52,Dynamic,2,1st Half Inj Time decreased,1,-1,"7532477Under 2,5Medium Dog - Total Corners"
7861403228,0.031168981,582220350,0.01,1,119.484295,-149.3553688,2.25,Football,Premier League,AFC Bournemouth - Liverpool,Liverpool FC - Total Corners,Medium Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Under 3,5",7534613,1.3297,2.0053,0.9461,0.4249,4,7,44,Dynamic,4,1st Half Inj Time increased,1,1,"7534613Under 3,5Medium Jolly - Total Corners"
7754400024,0.011076389,704231511,0.01,0.3,55.73062446,-195.0571856,4.5,Football,Serie A,US Lecce - SS Lazio,Total Corners,Total Corners,Total Corners,"Under 12,5",7526960,0.5723,2.0465,0.9544,0.437,3,6,68,Dynamic,3,No change in 1st Half Inj Time,0,0,"7526960Under 12,5Total Corners"
7637816029,0.01337963,647906391,0.01,1,14.6187387,-43.8562161,4,Football,Brasileiro Serie B,America FC Belo Horizonte MG - Ituano FC SP,Total Corners,Total Corners,Total Corners,"Over 12,5",7504233,1.9375,0.764,0.9508,0.437,3,5,59,Dynamic,2,1st Half Inj Time increased,1,1,"7504233Over 12,5Total Corners"
7924916537,0.01119213,708450125,0.01,0.01,2,-2.7,2.35,Football,LaLiga,Athletic Bilbao - Real Valladolid,Real Valladolid - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 3,5",7561312,2.3232,0.4574,0.9887,0.4666,4,7,13,Dynamic,4,1st Half Inj Time decreased,1,-1,"7561312Over 3,5Strong Dog - Total Corners"
7897393276,0.039467593,708450125,0.01,0.01,2,2,3.2,Football,UEFA Conference League,FK TSC Backa Topola - Jagiellonia Bialystok,Total Corners,Total Corners,Total Corners,"Over 10,5",7531346,1.2028,1.6603,0.94,0.4434,2,5,11,Dynamic,2,1st Half Inj Time decreased,1,-1,"7531346Over 10,5Total Corners"
7934955286,0.001782407,709765679,0.01,0.3,39.6010344,-26.92870339,1.68,Football,Copa Libertadores,SC Corinthians SP - UCV FC,UCV FC - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Under 3,5",7569037,2.9743,0.5465,0.9757,0.437,3,5,73,Dynamic,2,1st Half Inj Time increased,1,1,"7569037Under 3,5Strong Dog - Total Corners"
7780438351,0.025648148,557072541,0.1,0.1,36.205827,36.205827,7,Football,Championship,Luton Town - Norwich City,Total Corners,Total Corners,Total Corners,"Under 11,5",7530921,1.2097,1.0992,0.9481,0.437,3,6,77,Dynamic,3,No change in 1st Half Inj Time,0,0,"7530921Under 11,5Total Corners"
7647974949,0.012708333,703120748,0.3,0.3,23.2683,23.2683,3.4,Football,UEFA Nations League,Andorra - Moldova,Total Corners,Total Corners,Total Corners,"Under 2,5",7511831,0.5409,1.2484,0.9447,0.437,2,5,60,Dynamic,2,No change in 1st Half Inj Time,0,0,"7511831Under 2,5Total Corners"
7931940208,0.000509259,708755501,0.3,0.3,3.3220586,3.3220586,1.93,Football,Copa Libertadores,EC Bahia BA - The Strongest,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 3,5",7569033,2.9388,0.4911,0.9381,0.4575,2,5,30,Dynamic,2,No change in 1st Half Inj Time,0,0,"7569033Under 3,51st Half - Total Corners"
7666074063,0.032847222,472783112,0.01,0.01,0.99701991,0.99701991,3.5,Football,Premier League,Leicester City - Chelsea,Total Corners,Total Corners,Total Corners,"Over 13,5",7503890,0.8292,2.3248,0.9545,0.4464,4,7,16,Dynamic,4,No change in 1st Half Inj Time,0,0,"7503890Over 13,5Total Corners"
7837515166,0.024710648,708326595,0.01,1,100,100,1.95,Football,UEFA Europa League,SS Lazio - Real Sociedad,Real Sociedad - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Over 3,5",7530368,1.104,0.8011,0.9296,0.437,3,5,76,Dynamic,2,1st Half Inj Time increased,1,1,"7530368Over 3,5Slight Dog - Total Corners"
7775308681,0.012986111,598352374,0.3,0.3,12.2442523,12.2442523,2.05,Football,Serie A,AC Milan - AS Roma,Total Corners,Total Corners,Total Corners,"Over 11,5",7529845,1.5315,1.0104,0.9727,0.437,2,6,71,Dynamic,3,1st Half Inj Time decreased,1,-1,"7529845Over 11,5Total Corners"
7835523410,0.006909722,707734104,0.01,0.01,0.95687256,0.95687256,2.95,Football,Gaucho,Gremio Esportivo Brasil RS - Gremio FB Porto Alegrense RS,Total Corners,Total Corners,Total Corners,"Over 9,5",7536669,0.7327,1.8681,0.9703,0.4655,1,5,50,Dynamic,2,1st Half Inj Time decreased,1,-1,"7536669Over 9,5Total Corners"
7684976386,0.030150463,703616957,0.06,0.06,10.781,10.781,2.85,Football,"Liga MX, Apertura",Atletico San Luis - Tigres UANL,Total Corners,Total Corners,Total Corners,"Over 13,5",7520227,1.0199,1.3831,0.9434,0.4611,2,5,38,Dynamic,2,No change in 1st Half Inj Time,0,0,"7520227Over 13,5Total Corners"
7717228707,0.036921296,701464346,0.3,0.3,7.2423129,-16.65731967,3.3,Football,Premier League,Tottenham Hotspur - Chelsea,Total Corners,Total Corners,Total Corners,"Over 14,5",7514094,1.4327,2.0809,0.9392,0.4668,4,7,22,Dynamic,4,1st Half Inj Time decreased,2,-2,"7514094Over 14,5Total Corners"
7738940461,0.00337963,701464346,0.3,0.3,7.27670592,-6.18520003,1.85,Football,Premier League,Manchester City - Manchester United,Total Corners,Total Corners,Total Corners,"Over 9,5",7518402,1.656,1.1681,0.9732,0.437,4,7,71,Dynamic,4,No change in 1st Half Inj Time,0,0,"7518402Over 9,5Total Corners"
7667560336,0.041122685,703333564,0.01,1,231.1584597,231.1584597,2.4,Football,Premier League,Manchester City - Tottenham Hotspur,Tottenham Hotspur - Total Corners,Strong Dog - Total Corners,Strong Corner Dog - Total Corners,"Over 4,5",7503966,2.8587,0.8948,0.9491,0.4505,4,7,27,Dynamic,4,1st Half Inj Time decreased,1,-1,"7503966Over 4,5Strong Dog - Total Corners"
7807852417,0.041655093,566233074,0.5,0.5,1.57708629,1.57708629,2.35,Football,Bundesliga,FC Augsburg - VfB Stuttgart,VfB Stuttgart - Total Corners,Medium Jolly - Total Corners,Slight Corner Jolly - Total Corners,"Over 10,5",7529864,1.0801,1.7282,0.9386,0.437,4,6,70,Dynamic,3,1st Half Inj Time increased,1,1,"7529864Over 10,5Medium Jolly - Total Corners"
7703758243,0.035266204,556630560,0.5,0.5,137.3337615,137.3337615,1.53,Football,Premier League,Manchester City - Nottingham Forest,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 6,5",7511762,2.4789,0.8386,0.9743,0.4433,4,7,19,Dynamic,4,1st Half Inj Time decreased,3,-3,"7511762Over 6,51st Half - Total Corners"
7693746384,0.024131944,703836764,0.01,1,47.592909,-42.8336181,1.9,Football,Premier League,Manchester United - Everton FC,Manchester United - Total Corners,Medium Jolly - Total Corners,Medium Corner Jolly - Total Corners,"Under 4,5",7510202,1.6559,0.9143,0.9494,0.3861,2,7,46,Dynamic,4,1st Half Inj Time decreased,2,-2,"7510202Under 4,5Medium Jolly - Total Corners"
7799039468,0.0125,707963080,0.3,0.3,15.838358,-9.5030148,1.6,Football,FA Cup,Everton FC - Peterborough United,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 2,5",7525534,2.5336,0.6374,0.9509,0.4469,2,5,29,Dynamic,2,1st Half Inj Time decreased,1,-1,"7525534Over 2,51st Half - Total Corners"
7854188961,0.004074074,707891027,0.3,0.3,4.8852399,4.8852399,1.43,Football,Paulista Serie A1,AA Ponte Preta SP - SC Corinthians SP,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 5,5",7539190,0.8359,1.5551,0.9456,0.4528,2,5,37,Dynamic,2,No change in 1st Half Inj Time,0,0,"7539190Over 5,51st Half - Total Corners"
7716460166,0.02787037,703985278,0.01,1,15.742126,-5.5097441,1.35,Football,Premier League,Leicester City - Brighton & Hove Albion,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Under 6,5",7514220,1.0462,1.9282,0.9488,0.4116,4,7,38,Dynamic,4,1st Half Inj Time decreased,3,-3,"7514220Under 6,51st Half - Total Corners"
7729161159,0.038587963,704108276,0.01,0.3,121.372436,121.372436,2.55,Football,UEFA Europa League,FK Bodo/Glimt - Besiktas Istanbul,Most Corners,Most Corners,Most Corners,Besiktas Istanbul,7516351,2.316,0.9737,0.9562,0.3571,6,5,45,Dynamic,2,1st Half Inj Time increased,4,4,7516351Besiktas IstanbulMost Corners
7725844577,0.012337963,703966129,0.01,1,25.0257056,-0.33628292,5.25,Football,FIFA Intercontinental Cup,Botafogo FR RJ - CF Pachuca,Total Corners,Total Corners,Total Corners,"Under 7,5",7523709,1.8357,0.7279,0.9189,0.437,3,5,57,Dynamic,2,1st Half Inj Time increased,1,1,"7523709Under 7,5Total Corners"
7882017776,0.024768519,576044561,0.3,0.3,23.124,23.124,2.05,Football,LaLiga,Athletic Bilbao - Girona FC,Total Corners,Total Corners,Total Corners,"Over 13,5",7543858,1.6247,0.9307,0.9428,0.437,4,7,59,Dynamic,4,No change in 1st Half Inj Time,0,0,"7543858Over 13,5Total Corners"
7870873204,0.035590278,708840543,0.01,0.01,0.8339601,0.8339601,2.9,Football,Coupe de France,Le Mans FC - Paris Saint-Germain,Total Corners,Total Corners,Total Corners,"Over 9,5",7545282,0.7424,2.8526,0.9221,0.4493,2,5,39,Dynamic,2,No change in 1st Half Inj Time,0,0,"7545282Over 9,5Total Corners"
7907488376,0.0096875,703370092,0.01,0.01,2,2,4.5,Football,LaLiga,Real Betis - Real Sociedad,Total Corners,Total Corners,Total Corners,"Over 11,5",7557519,1.397,0.858,0.864,0.437,3,7,53,Dynamic,4,1st Half Inj Time decreased,1,-1,"7557519Over 11,5Total Corners"
7914138736,0.022106481,709456734,0.3,0.3,0.41899865,0.41899865,1.9,Football,UEFA Champions League,Real Madrid - Manchester City,1st Half - Total Corners,1st Half - Total Corners,1st Half - Total Corners,"Over 6,5",7559922,1.905,1.2786,0.8708,0.4348,2,5,31,Dynamic,2,No change in 1st Half Inj Time,0,0,"7559922Over 6,51st Half - Total Corners"
7845981313,0.012824074,651317703,0.01,0.01,2,2,4.5,Football,Bundesliga,FC St. Pauli - Union Berlin,Total Corners,Total Corners,Total Corners,"Over 14,5",7535548,1.1771,1.124,0.9059,0.3997,1,6,45,Dynamic,3,1st Half Inj Time decreased,2,-2,"7535548Over 14,5Total Corners"
7689197519,0.002083333,703470216,0.01,0.01,0.99278147,0.99278147,3.7,Football,LaLiga,FC Barcelona - UD Las Palmas,Total Corners,Total Corners,Total Corners,"Under 5,5",7513980,3.339,0.7846,0.9344,0.437,4,7,45,Dynamic,4,No change in 1st Half Inj Time,0,0,"7513980Under 5,5Total Corners"
7718715744,0.010081019,632008838,0.01,1,31.484252,-18.8905512,1.6,Football,LaLiga,Atletico Madrid - Sevilla FC,Sevilla FC - Total Corners,Strong Dog - Total Corners,Medium Corner Dog - Total Corners,"Under 3,5",7521621,2.2168,0.6776,0.9716,0.437,4,7,50,Dynamic,4,No change in 1st Half Inj Time,0,0,"7521621Under 3,5Strong Dog - Total Corners"
7606925319,0.008310185,563661537,0.01,1,71.7318945,71.7318945,1.23,Football,Premier League,Tottenham Hotspur - Aston Villa,Total Corners,Total Corners,Total Corners,"Over 11,5",6571013,2.159,1.0966,0.9573,0.437,1,7,54,Dynamic,4,1st Half Inj Time decreased,3,-3,"6571013Over 11,5Total Corners"
7674792027,0.005891204,557158132,0.3,0.06,1,-0.01,1.07,Football,Serie A,Venezia FC - US Lecce,Total Corners,Total Corners,Total Corners,"Under 12,5",7510672,1.8217,0.8067,0.931,0.437,2,6,64,Dynamic,3,1st Half Inj Time decreased,1,-1,"7510672Under 12,5Total Corners"
7648758727,0.011701389,558375814,0.01,0.01,0.8171447,-0.73543023,1.9,Football,Brasileiro Serie A,CA Paranaense PR - CA Mineiro MG,Total Corners,Total Corners,Total Corners,"Over 6,5",7512814,1.2644,1.1123,0.9433,0.4793,5,5,46,Dynamic,2,1st Half Inj Time increased,3,3,"7512814Over 6,5Total Corners"
7759389086,0.031111111,704178731,0.01,1,15.7564,15.7564,1.72,Football,A-League,Macarthur FC - Central Coast Mariners,Central Coast Mariners - Total Corners,Slight Dog - Total Corners,Slight Corner Dog - Total Corners,"Under 8,5",7528080,1.437,1.3118,0.9483,0.437,2,5,85,Dynamic,2,No change in 1st Half Inj Time,0,0,"7528080Under 8,5Slight Dog - Total Corners"
